Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	SumItems	TotalProb	DropChance	Term
Act 3 Super Cx			-4	512	654	972	1024	0	Act 3 Uitem C	2	Act 3 Cpot C	2																				0
Act 4 Super Ax			-4	512	654	972	1024	0	Act 4 Uitem A	2	Act 4 Cpot A	2																				0
Act 4 Super Bx			-4	512	654	972	1024	0	Act 4 Uitem B	2	Act 4 Cpot B	2																				0
Act 4 Super Cx			-4	512	654	972	1024	0	Act 4 Uitem B	2	Act 4 Cpot B	2																				0
Act 5 Super Ax			-4	512	654	972	1024	0	Act 5 Uitem A	2	Act 5 Cpot A	2																				0
Act 5 Super Bx			-4	512	654	972	1024	0	Act 5 Uitem B	2	Act 5 Cpot B	2																				0
Act 5 Super Cx			-4	512	654	972	1024	0	Act 5 Uitem C	2	Act 5 Cpot C	2																				0
Act 1 (N) Super Ax			-4	512	654	972	1024	0	Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	2																				0
Act 1 (N) Super Bx			-4	512	654	972	1024	0	Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	2																				0
Act 1 (N) Super Cx			-4	512	654	972	1024	0	Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	2																				0
Act 2 (N) Super Ax			-4	512	654	972	1024	0	Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																				0
Act 2 (N) Super Bx			-4	512	654	972	1024	0	Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																				0
Act 2 (N) Super Cx			-4	512	654	972	1024	0	Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	2																				0
Act 3 (N) Super Ax			-4	512	654	972	1024	0	Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	2																				0
Act 3 (N) Super Bx			-4	512	654	972	1024	0	Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	2																				0
Act 3 (N) Super Cx			-4	512	654	972	1024	0	Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	2																				0
Act 4 (N) Super Ax			-4	512	654	972	1024	0	Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	2																				0
Act 4 (N) Super Bx			-4	512	654	972	1024	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																				0
Act 4 (N) Super Cx			-4	512	654	972	1024	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																				0
Act 5 (N) Super Ax			-4	512	654	972	1024	0	Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	2																				0
Act 5 (N) Super Bx			-4	512	654	972	1024	0	Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	2																				0
Act 5 (N) Super Cx			-4	512	654	972	1024	0	Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	2																				0
Act 1 (H) Super Ax			-4	512	654	972	1024	0	Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	2																				0
Act 1 (H) Super Bx			-4	512	654	972	1024	0	Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	2																				0
Act 1 (H) Super Cx			-4	512	654	972	1024	0	Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	2																				0
Act 2 (H) Super Ax			-4	512	654	972	1024	0	Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2																				0
Act 2 (H) Super Bx			-4	512	654	972	1024	0	Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	2																				0
Act 2 (H) Super Cx			-4	512	654	972	1024	0	Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	2																				0
Act 3 (H) Super Ax			-4	512	654	972	1024	0	Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	2																				0
Act 3 (H) Super Bx			-4	512	654	972	1024	0	Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	2																				0
Act 3 (H) Super Cx			-4	512	654	972	1024	0	Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	2																				0
Act 4 (H) Super Ax			-4	512	654	972	1024	0	Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	2																				0
Act 4 (H) Super Bx			-4	512	654	972	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																				0
Act 4 (H) Super Cx			-4	512	654	972	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																				0
Act 5 (H) Super Ax			-4	512	654	972	1024	0	Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	2																				0
Act 5 (H) Super Bx			-4	512	654	972	1024	0	Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	2																				0
Act 5 (H) Super Cx			-4	512	654	972	1024	0	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2																				0
Cow King			-3	1024	900	880	800	0	Act 1 Uitem C	1	Act 1 Melee B	1	stones1	1																		0
Cow King (N)			-3	1024	900	880	800	0	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	1	stones1	1																		0
Cow King (H)			-3	1024	900	880	800	0	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	1	stones1	1																		0
Duriel			-2					0	tsc	1	Duriel - Base	1																				0
Duriel (N)			-2					0	tsc	1	Duriel (N) - Base	1																				0
Duriel (H)			-2					0	tsc	1	Duriel (H) - Base	1																				0
Durielq			-2					0	tsc	1	Durielq - Base	1																				0
Durielq (N)			-2					0	tsc	1	Durielq (N) - Base	1																				0
Durielq (H)			-2					0	tsc	1	Durielq (H) - Base	1																				0
Annihilus			-3	1024				0	cm1	1																						0
ROP			1	1024				0	Diablo	1																						0
ROP (N)			1	1024				0	Diablo (N)	1	Annihilus	1																				0
ROP (H)			-2	1024				0	Diablo (H)	1	Annihilus	1																				0
Countess Item old			5					19	"gld,mul=1280"	11	Act 1 Equip C	19	Act 2 Junk	15	Act 2 Good	3																0
Countess Item (N) old			5					19	"gld,mul=1536"	11	Act 1 (N) Equip C	19	Act 2 (N) Junk	15	Act 2 (N) Good	3																0
Countess Item (H) old			5					19	"gld,mul=2048"	11	Act 1 (H) Equip C	19	Act 2 (H) Junk	15	Act 2 (H) Good	3																0
Countess Rune			3					5	Runes 4	15																						0
Countess Rune (N)			3					5	Runes 9	15																						0
Countess Rune (H)			3					5	Runes 14	15																						0
Countess Item			5	972	880	920	800		Act 1 Uitem C	3	Act 1 Melee B	6																				0
Countess Item (N)			5	972	880	920	700		Act 1 (H) Uitem C	3	Act 1 (N) Melee B	6																				0
Countess Item (H)			5	972	880	920	600		Act 1 (H) Uitem C	3	Act 1 (H) Melee B	6																				0
Countess			-2					0	Countess Item	1	Countess Rune	1																				0
Countess (N)			-2					0	Countess Item (N)	1	Countess Rune (N)	1																				0
Countess (H)			-2					0	Countess Item (H)	1	Countess Rune (H)	1																				0
CGolem			1					38	Gold	54	Act 1 Equip A	45	Act 1 Junk	54	Act 1 Good	6	Act 1 Magic A	21	eyz	1												0
CGolem Champ			-2						Act 1 Citem A	3	Act 1 Cpot A	6	eyz	1																		0
CGolem Unique			-3	810	880	900	920		Act 1 Uitem A	3	Act 1 Cpot A	6	eyz	1																		0
CGolem (N)			1					38	Gold	54	Act 1 (N) Equip A	45	Act 1 (N) Junk	54	Act 1 (N) Good	6	Act 1 (N) Magic A	21	eyz	1												0
CGolem Champ (N)			-2						Act 1 (N) Citem A	3	Act 1 (N) Cpot A	6	eyz	1																		0
CGolem Unique (N)			-3	810	880	900	920		Act 1 (N) Uitem A	6	Act 1 (N) Cpot A	6	eyz	1																		0
CGolem (H)			1					38	Gold	54	Act 1 (H) Equip A	45	Act 1 (H) Junk	54	Act 1 (H) Good	6	Act 1 (H) Magic A	21	eyz	1												0
CGolem Champ (H)			-2						Act 1 (H) Citem A	3	Act 1 (H) Cpot A	9	eyz	1																		0
CGolem Unique (H)			-3	810	880	900	920		Act 1 (H) Uitem A	3	Act 1 (H) Cpot A	9	eyz	1																		0
BGolem			1					38	Gold	54	Act 2 Equip A	45	Act 2 Junk	54	Act 2 Good	6	Act 2 Magic A	21	eyz	1												0
BGolem Champ			-2						Act 2 Citem A	3	Act 2 Cpot A	6	eyz	1																		0
BGolem Unique			-3	810	880	900	920		Act 2 Uitem A	3	Act 2 Cpot A	6	eyz	1																		0
BGolem (N)			1					38	Gold	54	Act 2 (N) Equip A	45	Act 2 (N) Junk	54	Act 2 (N) Good	6	Act 2 (N) Magic A	21	eyz	1												0
BGolem Champ (N)			-2						Act 2 (N) Citem A	3	Act 2 (N) Cpot A	6	eyz	1																		0
BGolem Unique (N)			-3	810	880	900	920		Act 2 (N) Uitem A	6	Act 2 (N) Cpot A	6	eyz	1																		0
BGolem (H)			1					38	Gold	54	Act 2 (H) Equip A	45	Act 2 (H) Junk	54	Act 2 (H) Good	6	Act 2 (H) Magic A	21	eyz	1												0
BGolem Champ (H)			-2						Act 2 (H) Citem A	3	Act 2 (H) Cpot A	9	eyz	1																		0
BGolem Unique (H)			-3	810	880	900	920		Act 2 (H) Uitem A	3	Act 2 (H) Cpot A	9	eyz	1																		0
NGolem			1					38	Gold	54	Act 3 Equip A	45	Act 3 Junk	54	Act 3 Good	6	Act 3 Magic A	21	eyz	1												0
NGolem Champ			-2						Act 3 Citem A	3	Act 3 Cpot A	6	eyz	1																		0
NGolem Unique			-3	810	880	900	920		Act 3 Uitem A	3	Act 3 Cpot A	6	eyz	1																		0
NGolem (N)			1					38	Gold	54	Act 3 (N) Equip A	45	Act 3 (N) Junk	54	Act 3 (N) Good	6	Act 3 (N) Magic A	21	eyz	1												0
NGolem Champ (N)			-2						Act 3 (N) Citem A	3	Act 3 (N) Cpot A	6	eyz	1																		0
NGolem Unique (N)			-3	810	880	900	920		Act 3 (N) Uitem A	6	Act 3 (N) Cpot A	6	eyz	1																		0
NGolem (H)			1					38	Gold	54	Act 3 (H) Equip A	45	Act 3 (H) Junk	54	Act 3 (H) Good	6	Act 3 (H) Magic A	21	eyz	1												0
NGolem Champ (H)			-2						Act 3 (H) Citem A	3	Act 3 (H) Cpot A	9	eyz	1																		0
NGolem Unique (H)			-3	810	880	900	920		Act 3 (H) Uitem A	3	Act 3 (H) Cpot A	9	eyz	1																		0
FGolem			1					38	Gold	54	Act 4 Equip A	45	Act 4 Junk	54	Act 4 Good	6	Act 4 Magic A	21	eyz	1												0
FGolem Champ			-2						Act 4 Citem A	3	Act 4 Cpot A	6	eyz	1																		0
FGolem Unique			-3	810	880	900	920		Act 4 Uitem A	3	Act 4 Cpot A	6	eyz	1																		0
FGolem (N)			1					38	Gold	54	Act 4 (N) Equip A	45	Act 4 (N) Junk	54	Act 4 (N) Good	6	Act 4 (N) Magic A	21	eyz	1												0
FGolem Champ (N)			-2						Act 4 (N) Citem A	3	Act 4 (N) Cpot A	6	eyz	1																		0
FGolem Unique (N)			-3	810	880	900	920		Act 4 (N) Uitem A	6	Act 4 (N) Cpot A	6	eyz	1																		0
FGolem (H)			1					38	Gold	54	Act 4 (H) Equip A	45	Act 4 (H) Junk	54	Act 4 (H) Good	6	Act 4 (H) Magic A	21	eyz	1												0
FGolem Champ (H)			-2						Act 4 (H) Citem A	3	Act 4 (H) Cpot A	9	eyz	1																		0
FGolem Unique (H)			-3	810	880	900	920		Act 4 (H) Uitem A	3	Act 4 (H) Cpot A	9	eyz	1																		0
Toorc			-2	920	920	983	900	5	Council	4	qf2	1																				0
Toorc (N)			-2	920	920	983	700	4	Council (N)	5	qf2	1																				0
Toorc (H)			-2	920	920	983	500	2	Council (H)	5	qf2	1																				0
Bishibosh			3	810	880	983	900	7	Act 2 Equip A	27	Act 2 Junk	20	Act 2 Good	5	Sets (Act 1 Super)	1																0
Bishibosh (N)			4	810	880	983	700	5	Act 2 (N) Equip A	27	Act 2 (N) Junk	20	Act 2 (N) Good	5	Sets (Act 3 Super)	1																0
Bishibosh (H)			5	810	880	983	500	3	Act 2 (H) Equip A	27	Act 2 (H) Junk	20	Act 2 (H) Good	5	Sets (Act 4 Super)	1																0
Rakanishu			3	810	880	983	900	7	Act 2 Equip A	27	Act 2 Junk	20	Act 2 Good	5	Sets (Act 1 Super)	1																0
Rakanishu (N)			4	810	880	983	700	5	Act 2 (N) Equip A	27	Act 2 (N) Junk	20	Act 2 (N) Good	5	Sets (Act 3 Super)	1																0
Rakanishu (H)			5	810	880	983	500	3	Act 2 (H) Equip A	27	Act 2 (H) Junk	20	Act 2 (H) Good	5	Sets (Act 4 Super)	1																0
Treehead WoodFist			3	810	880	983	900	7	Act 2 Equip A	27	Act 2 Junk	20	Act 2 Good	5	Sets (Act 1 Super)	1																0
Treehead WoodFist (N)			4	810	880	983	700	5	Act 2 (N) Equip A	27	Act 2 (N) Junk	20	Act 2 (N) Good	5	Sets (Act 3 Super)	1																0
Treehead WoodFist (H)			5	810	880	983	500	3	Act 2 (H) Equip A	27	Act 2 (H) Junk	20	Act 2 (H) Good	5	Sets (Act 4 Super)	1																0
Corpsefire			3	810	880	983	900	7	Act 2 Equip A	27	Act 2 Junk	20	Act 2 Good	5	Sets (Act 1 Super)	1																0
Corpsefire (N)			4	810	880	983	700	5	Act 2 (N) Equip A	27	Act 2 (N) Junk	20	Act 2 (N) Good	5	Sets (Act 3 Super)	1																0
Corpsefire (H)			5	810	880	983	500	3	Act 2 (H) Equip A	27	Act 2 (H) Junk	20	Act 2 (H) Good	5	Sets (Act 4 Super)	1																0
Coldworm the Burrower			3	810	880	983	900	7	Act 2 Equip A	27	Act 2 Junk	20	Act 2 Good	5	Sets (Act 2 Super)	1																0
Coldworm the Burrower (N)			4	810	880	983	700	5	Act 2 (N) Equip A	27	Act 2 (N) Junk	20	Act 2 (N) Good	5	Sets (Act 4 Super)	1																0
Coldworm the Burrower (H)			5	810	880	983	500	3	Act 2 (H) Equip A	27	Act 2 (H) Junk	20	Act 2 (H) Good	5	Sets (NM)	1																0
Siege Boss			5	920	880	983	900	5	Act 2 Equip A	19	Act 2 Junk	15	Act 2 Good	3	Sets (Norm)	1																0
Siege Boss (N)			6	920	880	983	700	4	Act 2 (N) Equip A	19	Act 2 (N) Junk	15	Act 2 (N) Good	3	Sets (NM)	1																0
Siege Boss (H)			7	920	880	983	500	2	Act 2 (H) Equip A	19	Act 2 (H) Junk	15	Act 2 (H) Good	3	Sets (H)	1																0
Skeleton (Norm)			1						Act 1 H2H A	100	sol	1																				0
Returned (Norm)			1						Act 1 H2H B	100	sol	2																				0
BoneWarrior (Norm)			1						Act 1 H2H B	100	sol	3																				0
BurningDead (Norm)			1						Act 2 H2H A	100	sol	4																				0
Horror (Norm)			1						Act 2 H2H A	100	sol	5																				0
Zombie (Norm)			1						Act 1 H2H A	100	hrt	1	sol	1																		0
HungryDead (Norm)			1						Act 1 H2H A	100	hrt	2	sol	2																		0
Ghoul (Norm)			1						Act 2 H2H C	100	hrt	3	sol	3																		0
DrownedCarcass (Norm)			1						Act 3 H2H A	100	hrt	5	sol	5																		0
PlagueBearer (Norm)			1						Act 2 H2H B	100	hrt	4	sol	4																		0
Misshapen (Norm)			1						Act 1 H2H C	100	hrt	4	sol	4																		0
Disfigured (Norm)			1						Act 2 H2H C	100	hrt	3	sol	3																		0
Tainted (Norm)			1						Act 3 H2H C	100	hrt	1	sol	1																		0
Afflicted (Norm)			1						Act 4 H2H C	100	hrt	2	sol	2																		0
Damned (Norm)			1						Act 5 H2H C	100	hrt	5	sol	5																		0
FoulCrow (Norm)			1						Act 1 Cast A	100	hrt	1	tal	1																		0
BloodHawk (Norm)			1						Act 1 Cast B	100	hrt	2	tal	2																		0
BlackRaptor (Norm)			1						Act 2 Cast B	100	hrt	3	tal	3																		0
CloudStalker (Norm)			1						Act 3 Cast A	100	hrt	4	tal	4																		0
Fallen (Norm)			1						Act 1 H2H A	100	hrt	1	fng	1																		0
Carver (Norm)			1						Act 1 H2H B	100	hrt	2	fng	2																		0
Devilkin (Norm)			1						Act 1 H2H B	100	hrt	3	fng	3																		0
DarkOne (Norm)			1						Act 5 H2H C	100	hrt	5	fng	5																		0
WarpedFallen (Norm)			1						Act 1 H2H C	100	hrt	4	fng	4																		0
Brute (Norm)			1						Act 1 H2H B	100	hrt	2	scz	2																		0
Yeti (Norm)			1						Act 1 H2H C	100	hrt	3	scz	3																		0
Crusher (Norm)			1						Act 2 H2H C	100	hrt	4	scz	4																		0
WailingBeast (Norm)			1						Act 3 H2H B	100	hrt	5	scz	5																		0
GargantuanBeast (Norm)			1						Act 1 H2H A	100	hrt	1	scz	1																		0
SandRaider (Norm)			1						Act 2 H2H A	100	hrt	1																				0
Marauder (Norm)			1						Act 2 H2H B	100	hrt	2																				0
Invader (Norm)			1						Act 2 H2H B	100	hrt	3																				0
Infidel (Norm)			1						Act 3 H2H A	100	hrt	4																				0
Assailant (Norm)			1						Act 4 H2H A	100	hrt	5																				0
Ghost (Norm)			1						Act 1 Wraith B	100	sol	1																				0
Wraith (Norm)			1						Act 1 Wraith C	100	sol	2																				0
Specter (Norm)			1						Act 2 Wraith C	100	sol	3																				0
Apparition (Norm)			1						Act 2 Wraith C	100	sol	4																				0
DarkShape (Norm)			1						Act 3 Wraith A	100	sol	5																				0
DarkHunter (Norm)			1						Act 1 H2H A	100	hrt	1																				0
VileHunter (Norm)			1						Act 1 H2H B	100	hrt	2																				0
DarkStalker (Norm)			1						Act 1 H2H C	100	hrt	3																				0
BlackRogue (Norm)			1						Act 1 H2H C	100	hrt	4																				0
FleshHunter (Norm)			1						Act 3 H2H B	100	hrt	5																				0
DuneBeast (Norm)			1						Act 2 H2H B	100	hrt	1	fng	1																		0
RockDweller (Norm)			1						Act 2 H2H B	100	hrt	2	fng	2																		0
JungleHunter (Norm)			1						Act 3 H2H A	100	hrt	3	fng	3																		0
DoomApe (Norm)			1						Act 3 H2H A	100	hrt	4	fng	4																		0
TempleGuard (Norm)			1						Act 3 H2H B	100	hrt	5	fng	5																		0
MoonClan (Norm)			1						Act 1 H2H C	100	hrt	4	sol	4																		0
NightClan (Norm)			1						Act 2 H2H C	100	hrt	3	sol	3																		0
BloodClan (Norm)			1						Act 3 H2H C	100	hrt	1	sol	1																		0
HellClan (Norm)			1						Act 4 H2H C	100	hrt	2	sol	2																		0
DeathClan (Norm)			1						Act 5 H2H C	100	hrt	5	sol	5																		0
FallenShaman (Norm)			1						Act 1 Cast A	100	sst	1	flg	1																		0
CarverShaman (Norm)			1						Act 1 Cast B	100	sst	2	flg	2																		0
DevilkinShaman (Norm)			1						Act 1 Cast C	100	lst	3	flg	3																		0
DarkShaman (Norm)			1						Act 5 Cast C	100	bst	5	fl3	5																		0
WarpedShaman (Norm)			1						Act 1 Cast C	100	cst	4	fl2	4																		0
QuillRat (Norm)			1						Quill 1	100	qll	1																				0
SpikeFiend (Norm)			1						Quill 2	100	qll	2																				0
ThornBeast (Norm)			1						Quill 3	100	qll	3																				0
RazorSpine (Norm)			1						Quill 4	100	qll	4																				0
JungleUrchin (Norm)			1						Quill 5	100	qll	5																				0
SandMaggot (Norm)			1						Act 2 H2H A	100	hrt	1																				0
RockWorm (Norm)			1						Act 2 H2H A	100	hrt	2																				0
Devourer (Norm)			1						Act 2 H2H B	100	hrt	3																				0
GiantLamprey (Norm)			1						Act 2 H2H C	100	hrt	4																				0
WorldKiller (Norm)			1						Act 4 H2H A	100	hrt	5																				0
TombViper (Norm)			1						Act 1 H2H C	100	hrt	1	fng	1																		0
ClawViper (Norm)			1						Act 2 H2H A	100	hrt	2	fng	2																		0
Salamander (Norm)			1						Act 2 H2H B	100	hrt	3	fng	3																		0
PoisonSpitter (Norm)			1						Act 3 H2H A	100	hrt	4	fng	4																		0
SerpentMagus (Norm)			1						Act 3 H2H B	100	hrt	5	fng	5																		0
SandLeaper (Norm)			1						Act 2 H2H A	100	hrt	1	brz	1																		0
CaveLeaper (Norm)			1						Act 2 H2H A	100	hrt	2	brz	2																		0
TombCreeper (Norm)			1						Act 2 H2H B	100	hrt	3	brz	3																		0
TreeLurker (Norm)			1						Act 3 H2H A	100	hrt	4	brz	4																		0
RazorPitDemon (Norm)			1						Act 4 H2H A	100	hrt	5	brz	5																		0
Huntress (Norm)			1						Act 2 H2H A	100	hrt	1	tal	1																		0
SaberCat (Norm)			1						Act 2 H2H A	100	hrt	2	tal	2																		0
NightTiger (Norm)			1						Act 2 H2H B	100	hrt	3	tal	3																		0
HellCat (Norm)			1						Act 2 H2H C	100	hrt	4	tal	4																		0
DungSoldier (Norm)			1						Act 2 H2H A	100	hrt	1																				0
SandWarrior (Norm)			1						Act 2 H2H B	100	hrt	2																				0
Scarab (Norm)			1						Act 2 H2H B	100	hrt	3																				0
SteelWeevil (Norm)			1						Act 2 H2H C	100	hrt	4																				0
AlbinoRoach (Norm)			1						Act 3 H2H B	100	hrt	5																				0
DriedCorpse (Norm)			1						Act 2 H2H A	100	hrt	1	sol	1																		0
Decayed (Norm)			1						Act 2 H2H A	100	hrt	2	sol	2																		0
Embalmed (Norm)			1						Act 2 H2H B	100	hrt	3	sol	3																		0
PreservedDead (Norm)			1						Act 3 H2H B	100	hrt	4	sol	4																		0
Cadaver (Norm)			1						Act 3 H2H C	100	hrt	5	sol	5																		0
HollowOne (Norm)			1						Act 2 Cast A	100	hrt	1	sol	1																		0
Guardian (Norm)			1						Act 2 Cast B	100	hrt	2	sol	2																		0
Unraveler (Norm)			1						Act 2 Cast C	100	hrt	3	sol	3																		0
Horadrim Ancient (Norm)			1						Act 3 Cast B	100	hrt	4	sol	4																		0
BaalMummy (Norm)			1						Act 5 Cast B	100	hrt	5	sol	5																		0
Gloam (Norm)			1						Act 3 Wraith A	100	sol	1																				0
SwampGhost (Norm)			1						Act 3 Wraith B	100	sol	2																				0
BurningSoul (Norm)			1						Act 4 Wraith A	100	sol	3																				0
BlackSoul (Norm)			1						Act 4 Wraith B	100	sol	4																				0
Arach (Norm)			1						Act 1 H2H C	100	hrt	1	fng	1																		0
SandFisher (Norm)			1						Act 2 H2H A	100	hrt	2	fng	2																		0
PoisonSpinner (Norm)			1						Act 3 H2H A	100	hrt	3	fng	3																		0
FlameSpider (Norm)			1						Act 3 H2H A	100	hrt	4	fng	4																		0
SpiderMagus (Norm)			1						Act 3 H2H B	100	hrt	5	fng	5																		0
ThornedHulk (Norm)			1						Act 3 H2H A	100	hrt	1	qll	1																		0
BrambleHulk (Norm)			1						Act 3 H2H A	100	hrt	2	qll	2																		0
Thrasher (Norm)			1						Act 3 H2H B	100	hrt	3	qll	3																		0
Spikefist (Norm)			1						Act 4 H2H A	100	hrt	4	qll	4																		0
GhoulLord (Norm)			1						Act 2 Cast C	100	lst	2	scz	2																		0
NightLord (Norm)			1						Act 3 Cast B	100	cst	3	scz	3																		0
DarkLord (Norm)			1						Act 3 Cast B	100	bst	4	scz	4																		0
BloodLord (Norm)			1						Act 3 Cast C	100	wst	5	scz	5																		0
Banished (Norm)			1						Act 1 Cast A	100	sst	1	scz	1																		0
DesertWing (Norm)			1						Act 2 H2H A	100	hrt	1																				0
Fiend (Norm)			1						Act 2 H2H B	100	hrt	2																				0
Gloombat (Norm)			1						Act 3 H2H A	100	hrt	3																				0
BloodDiver (Norm)			1						Act 3 H2H B	100	hrt	4																				0
DarkFamiliar (Norm)			1						Act 3 H2H C	100	hrt	5																				0
RatMan (Norm)			1						Act 1 H2H C	100	hrt	1	brz	1																		0
Fetish (Norm)			1						Act 3 H2H A	100	hrt	2	brz	2																		0
Flayer (Norm)			1						Act 3 H2H A	100	hrt	3	brz	3																		0
SoulKiller (Norm)			1						Act 3 H2H B	100	hrt	4	brz	4																		0
StygianDoll (Norm)			1						Act 3 H2H B	100	hrt	5	brz	5																		0
DarkRanger (Norm)			1						Act 1 Miss A	100	hbw	1	jaw	1																		0
VileArcher (Norm)			1						Act 1 Miss B	100	lbw	2	jaw	2																		0
DarkArcher (Norm)			1						Act 1 Miss B	100	cbw	3	jaw	3																		0
BlackArcher (Norm)			1						Act 1 Miss C	100	lbb	4	jaw	4																		0
FleshArcher (Norm)			1						Act 3 Miss B	100	lwb	5	jaw	5																		0
DarkSpearwoman (Norm)			1						Act 1 H2H A	100	spr	1																				0
VileLancer (Norm)			1						Act 1 H2H B	100	tri	2																				0
DarkLancer (Norm)			1						Act 1 H2H B	100	brn	3																				0
BlackLancer (Norm)			1						Act 1 H2H C	100	spt	4																				0
FleshLancer (Norm)			1						Act 3 H2H B	100	pik	5																				0
SkeletonArcher (Norm)			1						Act 1 Miss B	100	sbw	1	jaw	1																		0
ReturnedArcher (Norm)			1						Act 1 Miss B	100	hbw	2	jaw	2																		0
BoneArcher (Norm)			1						Act 1 Miss C	100	lbw	3	jaw	3																		0
BurningDeadArcher (Norm)			1						Act 2 Miss A	100	lbb	4	jaw	4																		0
HorrorArcher (Norm)			1						Act 2 Miss B	100	lwb	5	jaw	5																		0
Blunderbore (Norm)			1						Act 2 H2H B	100	9sp	1	scz	1																		0
Gorbelly (Norm)			1						Act 2 H2H C	100	mau	2	scz	2																		0
Mauler (Norm)			1						Act 3 H2H C	100	mau	3	sc2	3																		0
Urdar (Norm)			1						Act 4 H2H A	100	gma	4	sc2	4																		0
Undead RatMan (Norm)			1						Act 1 H2H C	100	sol	1																				0
Undead Fetish (Norm)			1						Act 3 H2H A	100	sol	2																				0
Undead Flayer (Norm)			1						Act 3 H2H A	100	sol	3																				0
Undead SoulKiller (Norm)			1						Act 3 H2H B	100	sol	4																				0
Undead StygianDoll (Norm)			1						Act 3 H2H B	100	sol	5																				0
Zakarumite (Norm)			1						Act 3 H2H A	100	hrt	1	spe	1																		0
Faithful (Norm)			1						Act 3 H2H B	100	hrt	2	spe	2																		0
Zealot (Norm)			1						Act 3 H2H B	100	hrt	3	spe	3																		0
Sexton (Norm)			1						Act 3 Cast A	100	hrt	1	eyz	1																		0
Cantor (Norm)			1						Act 3 Cast B	100	hrt	2	eyz	2																		0
Heirophant1 (Norm)			1						Act 3 Cast B	100	hrt	3	eyz	3																		0
Heirophant2 (Norm)			1						Act 3 Cast B	100	hrt	4	eyz	4																		0
Swamp Dweller (Norm)			1						Act 3 H2H A	100	hrt	1																				0
Bog Creature (Norm)			1						Act 3 H2H A	100	hrt	2																				0
Slime Prince (Norm)			1						Act 3 H2H B	100	hrt	3																				0
ReturnedMage1 (Norm)			1						Act 1 Cast B	100	sol	1																				0
BoneMage1 (Norm)			1						Act 1 Cast C	100	sol	2																				0
BurningDeadMage1 (Norm)			1						Act 2 Cast A	100	sol	3																				0
HorrorMage1 (Norm)			1						Act 2 Cast B	100	sol	4																				0
RatManShaman (Norm)			1						Act 1 Cast C	100	hrt	1	brz	1																		0
FetishShaman (Norm)			1						Act 3 Cast A	100	hrt	2	brz	2																		0
FlayerShaman (Norm)			1						Act 3 Cast B	100	hrt	3	brz	3																		0
SoulKillerShaman (Norm)			1						Act 3 Cast B	100	hrt	4	brz	4																		0
StygianDollShaman (Norm)			1						Act 3 Cast B	100	hrt	5	brz	5																		0
SandMaggotQueen (Norm)			1						Act 2 H2H A	100	hrt	1																				0
RockWormQueen (Norm)			1						Act 2 H2H A	100	hrt	2																				0
DevourerQueen (Norm)			1						Act 2 H2H B	100	hrt	3																				0
GiantLampreyQueen (Norm)			1						Act 3 H2H A	100	hrt	4																				0
WorldKillerQueen (Norm)			1						Act 4 H2H A	100	hrt	5																				0
NightMarauder (Norm)			1						Act 3 H2H B	100	hrt	1																				0
FleshSpawner (Norm)			1						Act 4 Cast A	100	hrt	1																				0
StygianHag (Norm)			1						Act 4 Cast A	100	hrt	2																				0
Grotesque (Norm)			1						Act 4 Cast B	100	hrt	3																				0
FleshBeast (Norm)			1						Act 4 Cast A	100	hrt	1																				0
StygianDog (Norm)			1						Act 4 Cast A	100	hrt	2																				0
GrotesqueWyrm (Norm)			1						Act 4 Cast A	100	hrt	3																				0
