name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
Recipe Scroll 53	Recipe Scroll 53		0	0	0	151	0	0	0	1	100000		53a	53a	53a	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Undeciphered Recipe Scroll 53	Undeciphered Recipe Scroll 53		0	0	64	151	11	1	0	1	10000		53b	53b	53b	16	2	2	0	0	0	flpbbk	invscb			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Griswold's Hand	Hand		0	0	0	0	1	0	0	1	60		00g	hrt	00g	16	1	1	0	0	0	flphrt	inv00g			0	xxx			0	0	hart		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Treehead WoodFist's Arm	Arm		0	0	0	0	1	0	0	1	60		00t	hrt	00t	16	1	1	0	0	0	flphrt	inv00t			0	xxx			0	0	hart		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Radament's Head	Head		0	0	0	0	1	0	0	1	60		00r	hrt	00r	16	1	1	0	0	0	flphrt	inv00r			0	xxx			0	0	hart		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Hephasto's Hand	Hand		0	0	0	0	1	0	0	1	60		00h	hrt	00h	16	1	1	0	0	0	flphrt	inv00h			0	xxx			0	0	hart		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Potion of Heroism	Potion of Heroism		1	0	21	0	4	1	0	1	30000	30000	rn3	elx	hero	16	1	1	0	0	0	flppot	invpot			0	xxx			1	0	wpot		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	6	hero	hero	bloodlust	1125	damagepercent	100	item_maxhp_percent	50	item_allskills	1		PotionHero		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Potion of Super Heroism	Potion of Super Heroism		1	0	21	0	4	1	0	1	45000	45000	au3	elx	shero	16	1	1	0	0	0	flppot	invpot			0	xxx			1	0	wpot		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	6	superhero	superhero	bloodlust	1125	damagepercent	200	item_maxhp_percent	100	item_allskills	2		PotionSuperHero		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
AmuletG	AmuletG		0	0	1	0	4	1	0	1	2400	63000	amug	amu	amu	16	1	1	1	1	1	flpamu	invamu			0	xxx			0	0	amul		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx						0
Expansion	Expansion																																																																																																																																																																						0
herb	herb		0	100	3	0	3	0	0	1	75		hrb	hrb	hrb	16	1	1	0	0	0	flphrb	invhrb			0	xxx			1	0	herb		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			1000	velocitypercent	25								0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Charm Small	Charm Small		0	100	28	0	4	1	0	1	2000	45000	cm1	rld	cm1	16	1	1	1	1	1	flpchm1	invchm			0	xxx			0	0	scha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx						0
Charm Medium	Charm Medium		0	100	14	0	8	1	0	1	1000	38000	cm2	rda	cm2	16	1	2	1	2	1	flpchm2	invwnd			0	xxx			0	0	mcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx						0
Charm Large	Charm Large		0	100	1	0	12	1	0	1	600	32000	cm3	rgd	cm3	16	1	3	1	3	1	flpchm3	invsst			0	xxx			0	0	lcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx						0
Small Red Potion	Small Red Potion		1	100	0	0	1	1	0	1	100		rps	rps	rps	16	1	1	0	0	0	flprps	invrps			0	xxx			1	0	hpot		item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0			0	-1	5					hitpoints	60					1	ItemStats1q	60	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Large Red Potion	Large Red Potion		1	100	0	0	1	1	0	1	100		rpl	rpl	rpl	16	1	1	0	0	0	flprpl	invrpl			0	xxx			1	0	hpot		item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0			0	-1	5					hitpoints	180					1	ItemStats1q	180	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Small Blue Potion	Small Blue Potion		1	100	0	0	1	1	0	1	100		bps	bps	bps	16	1	1	0	0	0	flpbps	invbps			0	xxx			1	0	mpot		item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0			0	-1	5					mana	60					1	ItemStats1q	60	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Large Blue Potion	Large Blue Potion		1	100	0	0	1	1	0	1	100		bpl	bpl	bpl	16	1	1	0	0	0	flpbpl	invbpl			0	xxx			1	0	mpot		item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0			0	-1	5					mana	180					1	ItemStats1q	180	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
I Rune	I		1	100	7	7	1	1	0	1	560		r01	r01	r01	16	1	1	0	0	0	flprun	invr-i			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
U Rune	U		1	100	7	7	1	1	0	1	560		r02	r02	r02	16	1	1	0	0	0	flprun	invr-u			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Shi Rune	Shi		1	100	8	8	2	1	0	1	1260		r03	r03	r03	16	1	1	0	0	0	flprun	invr-shi			1	r47	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ka Rune	Ka		1	100	8	8	2	1	0	1	1260		r04	r04	r04	16	1	1	0	0	0	flprun	invr-ka			1	r48	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
N Rune	N		1	100	10	10	3	1	0	1	2240		r05	r05	r05	16	1	1	0	0	0	flprun	invr-n			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ku Rune	Ku		1	100	10	10	3	1	0	1	2240		r06	r06	r06	16	1	1	0	0	0	flprun	invr-ku			1	r49	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Yo Rune	Yo		1	100	11	11	4	1	0	1	3500		r07	r07	r07	16	1	1	0	0	0	flprun	invr-yo			1	r50	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ki Rune	Ki		1	100	12	12	5	1	0	1	5040		r08	r08	r08	16	1	1	0	0	0	flprun	invr-ki			1	r51	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ri Rune	Ri		1	100	14	14	6	1	0	1	6860		r09	r09	r09	16	1	1	0	0	0	flprun	invr-ri			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Mi Rune	Mi		1	100	15	15	7	1	0	1	8960		r10	r10	r10	16	1	1	0	0	0	flprun	invr-mi			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ya Rune	Ya		1	100	16	16	8	1	0	1	11340		r11	r11	r11	16	1	1	0	0	0	flprun	invr-ya			1	r52	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
A Rune	A		1	100	18	18	9	1	0	1	14000		r12	r12	r12	16	1	1	0	0	0	flprun	invr-a			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Tsu Rune	Tsu		1	100	19	19	10	1	0	1	16940		r13	r13	r13	16	1	1	0	0	0	flprun	invr-tsu			1	r53	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Chi Rune	Chi		1	100	20	20	11	1	0	1	20160		r14	r14	r14	16	1	1	0	0	0	flprun	invr-chi			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Sa Rune	Sa		1	100	22	22	12	1	0	1	1715		r15	r15	r15	16	1	1	0	0	0	flprun	invr-sa			1	r54	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Yu Rune	Yu		1	100	23	23	13	1	0	1	27440		r16	r16	r16	16	1	1	0	0	0	flprun	invr-yu			1	r55	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ke Rune	Ke		1	100	24	24	14	1	0	1	31500		r17	r17	r17	16	1	1	0	0	0	flprun	invr-ke			1	r56	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
E Rune	E		1	100	26	26	15	1	0	1	35840		r18	r18	r18	16	1	1	0	0	0	flprun	invr-e			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ko Rune	Ko		1	100	27	27	16	1	0	1	40460		r19	r19	r19	16	1	1	0	0	0	flprun	invr-ko			1	r57	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ra Rune	Ra		1	100	28	28	17	1	0	1	45360		r20	r20	r20	16	1	1	0	0	0	flprun	invr-ra			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
O Rune	O		1	100	30	30	18	1	0	1	50540		r21	r21	r21	16	1	1	0	0	0	flprun	invr-o			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ho Rune	Ho		1	100	31	31	19	1	0	1	56000		r22	r22	r22	16	1	1	0	0	0	flprun	invr-ho			1	r58	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Me Rune	Me		1	100	32	32	20	1	0	1	61740		r23	r23	r23	16	1	1	0	0	0	flprun	invr-me			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ru Rune	Ru		1	100	34	34	21	1	0	1	67760		r24	r24	r24	16	1	1	0	0	0	flprun	invr-ru			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ta Rune	Ta		1	100	35	35	22	1	0	1	74060		r25	r25	r25	16	1	1	0	0	0	flprun	invr-ta			1	r60	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
To Rune	To		1	100	36	36	23	1	0	1	80640		r26	r26	r26	16	1	1	0	0	0	flprun	invr-to			1	r61	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Wa Rune	Wa		1	100	38	38	24	1	0	1	87500		r27	r27	r27	16	1	1	0	0	0	flprun	invr-wa			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ha Rune	Ha		1	100	39	39	25	1	0	1	94640		r28	r28	r28	16	1	1	0	0	0	flprun	invr-ha			1	r62	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Na Rune	Na		1	100	40	40	26	1	0	1	102060		r29	r29	r29	16	1	1	0	0	0	flprun	invr-na			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ni Rune	Ni		1	100	42	42	27	1	0	1	109760		r30	r30	r30	16	1	1	0	0	0	flprun	invr-ni			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Se Rune	Se		1	100	43	43	28	1	0	1	117740		r31	r31	r31	16	1	1	0	0	0	flprun	invr-se			1	r64	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Fu Rune	Fu		1	100	44	44	29	1	0	1	126000		r32	r32	r32	16	1	1	0	0	0	flprun	invr-fu			1	r65	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ma Rune	Ma		1	100	46	46	30	1	0	1	134540		r33	r33	r33	16	1	1	0	0	0	flprun	invr-ma			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Jewel	Jewel		0	100	1	0	8	1	0	1	1000		jew	gpw	jew	16	1	1	0	0	0	flpgsw	invgswe			0	xxx			0	0	jewl		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Maguffin	ice		0	100	0	0	999	0	0	1	10000		ice	scr	ice	16	1	1	0	0	0	flpwps	invxyz			0	xxx			0	0	ques		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0	32	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Scroll	Scroll		0	100	0	0	0	1	0	1	100		0sc	rsc	0sc	16	1	1	0	0	0	flprsc	invrsc			0	xxx			1	0	scro		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Scroll of Malah - Boost Resistances	Scroll of Malah - Boost Resistances		1	100	0	0	999	0	0	1	0		tr2	scr	tr2	16	2	2	0	0	0	flpscr	invscb			0	xxx			1	0	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0	32	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Hi Rune	Hi		1	100	46	46	31	1	0	1	134493		r34	r21	r34	16	1	1	0	0	0	flprun	invr-hi			1	r67	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Mo Rune	Mo		1	100	47	47	32	1	0	1	140793		r35	r22	r35	16	1	1	0	0	0	flprun	invr-mo			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
No Rune	No		1	100	48	48	33	1	0	1	147093		r36	r23	r36	16	1	1	0	0	0	flprun	invr-no			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Te Rune	Te		1	100	50	50	34	1	0	1	153393		r37	r24	r37	16	1	1	0	0	0	flprun	invr-te			1	r69	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ro Rune	Ro		1	100	51	51	35	1	0	1	159693		r38	r25	r38	16	1	1	0	0	0	flprun	invr-ro			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
So Rune	So		1	100	52	52	36	1	0	1	165993		r39	r26	r39	16	1	1	0	0	0	flprun	invr-so			1	r70	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Mu Rune	Mu		1	100	54	54	37	1	0	1	172293		r40	r27	r40	16	1	1	0	0	0	flprun	invr-mu			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ne Rune	Ne		1	100	55	55	38	1	0	1	178593		r41	r28	r41	16	1	1	0	0	0	flprun	invr-ne			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Re Rune	Re		1	100	56	56	39	1	0	1	184893		r42	r29	r42	16	1	1	0	0	0	flprun	invr-re			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Su Rune	Su		1	100	57	57	40	1	0	1	191193		r43	r30	r43	16	1	1	0	0	0	flprun	invr-su			1	r71	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
He Rune	He		1	100	59	59	41	1	0	1	197493		r44	r31	r44	16	1	1	0	0	0	flprun	invr-he			1	r72	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Nu Rune	Nu		1	100	60	60	42	1	0	1	203793		r45	r32	r45	16	1	1	0	0	0	flprun	invr-nu			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Wo Rune	Wo		1	100	61	61	43	1	0	1	210093		r46	r33	r46	16	1	1	0	0	0	flprun	invr-wo			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ji Rune	Shi		1	100	13	13	2	0	0	1	1260		r47	r03	r47	16	1	1	0	0	0	flprun	invr-ji			1	r03	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ga Rune	Ka		1	100	13	13	2	0	0	1	1260		r48	r04	r48	16	1	1	0	0	0	flprun	invr-ga			1	r04	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gu Rune	Ku		1	100	15	15	3	0	0	1	2240		r49	r06	r49	16	1	1	0	0	0	flprun	invr-gu			1	r06	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
yo Rune	Yo		1	100	17	17	4	0	0	1	3500		r50	r07	r50	16	1	1	0	0	0	flprun	invr-syo			1	r07	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gi Rune	Ki		1	100	19	19	5	0	0	1	5040		r51	r08	r51	16	1	1	0	0	0	flprun	invr-gi			1	r08	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
