Name	Rune Name	complete	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*runes	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
Runeword825	Chilling	1		shld	belt							1		gbb						gethit-skill	Blizzard	8	1																								 	0
Runeword826	Chilling	1		shld	belt							2		gcb	gcb					gethit-skill	Blizzard	4	2																								 	0
Runeword827	Chilling	1		shld	belt							2		gfb	gfb					gethit-skill	Blizzard	5	2																								 	0
Runeword828	Chilling	1		shld	belt							2		gsb	gsb					gethit-skill	Blizzard	6	2																								 	0
Runeword829	Chilling	1		shld	belt							2		glb	glb					gethit-skill	Blizzard	7	2																								 	0
Runeword830	Chilling	1		shld	belt							2		gpb	gpb					gethit-skill	Blizzard	8	2																								 	0
Runeword831	Chilling	1		shld	belt							2		gbb	gbb					gethit-skill	Blizzard	10	2																								 	0
Runeword832	Chilling	1		shld								3		gcb	gcb	gcb				gethit-skill	Blizzard	6	3																								 	0
Runeword833	Chilling	1		shld								3		gfb	gfb	gfb				gethit-skill	Blizzard	7	3																								 	0
Runeword834	Chilling	1		shld								3		gsb	gsb	gsb				gethit-skill	Blizzard	8	3																								 	0
Runeword835	Chilling	1		shld								3		glb	glb	glb				gethit-skill	Blizzard	9	3																								 	0
Runeword836	Chilling	1		shld								3		gpb	gpb	gpb				gethit-skill	Blizzard	10	3																								 	0
Runeword837	Chilling	1		shld								3		gbb	gbb	gbb				gethit-skill	Blizzard	12	3																								 	0
Runeword838	Chilling	1		shld								4		gcb	gcb	gcb	gcb			gethit-skill	Blizzard	8	4																								 	0
Runeword839	Chilling	1		shld								4		gfb	gfb	gfb	gfb			gethit-skill	Blizzard	9	4																								 	0
Runeword840	Chilling	1		shld								4		gsb	gsb	gsb	gsb			gethit-skill	Blizzard	10	4																								 	0
Runeword841	Chilling	1		shld								4		glb	glb	glb	glb			gethit-skill	Blizzard	11	4																								 	0
Runeword842	Chilling	1		shld								4		gpb	gpb	gpb	gpb			gethit-skill	Blizzard	12	4																								 	0
Runeword843	Chilling	1		shld								4		gbb	gbb	gbb	gbb			gethit-skill	Blizzard	14	4																								 	0
Runeword844	Ruin	1		helm	tors	boot						1		gck						gethit-skill	Twister	2	1																								 	0
Runeword845	Ruin	1		helm	tors	boot						1		gfk						gethit-skill	Twister	3	1																								 	0
Runeword846	Ruin	1		helm	tors	boot						1		gsk						gethit-skill	Twister	4	1																								 	0
Runeword847	Ruin	1		helm	tors	boot						1		gzk						gethit-skill	Twister	5	1																								 	0
Runeword848	Ruin	1		helm	tors	boot						1		gpk						gethit-skill	Twister	6	1																								 	0
Runeword849	Ruin	1		helm	tors	boot						1		gbk						gethit-skill	Twister	8	1																								 	0
Runeword850	Ruin	1		helm	tors	boot						2		gck	gck					gethit-skill	Twister	4	2																								 	0
Runeword851	Ruin	1		helm	tors	boot						2		gfk	gfk					gethit-skill	Twister	5	2																								 	0
Runeword852	Ruin	1		helm	tors	boot						2		gsk	gsk					gethit-skill	Twister	6	2																								 	0
Runeword853	Ruin	1		helm	tors	boot						2		gzk	gzk					gethit-skill	Twister	7	2																								 	0
Runeword854	Ruin	1		helm	tors	boot						2		gpk	gpk					gethit-skill	Twister	8	2																								 	0
Runeword855	Ruin	1		helm	tors	boot						2		gbk	gbk					gethit-skill	Twister	10	2																								 	0
Runeword856	Ruin	1		helm	tors							3		gck	gck	gck				gethit-skill	Twister	6	3																								 	0
Runeword857	Ruin	1		helm	tors							3		gfk	gfk	gfk				gethit-skill	Twister	7	3																								 	0
Runeword858	Ruin	1		helm	tors							3		gsk	gsk	gsk				gethit-skill	Twister	8	3																								 	0
Runeword859	Ruin	1		helm	tors							3		gzk	gzk	gzk				gethit-skill	Twister	9	3																								 	0
Runeword860	Ruin	1		helm	tors							3		gpk	gpk	gpk				gethit-skill	Twister	10	3																								 	0
Runeword861	Ruin	1		helm	tors							3		gbk	gbk	gbk				gethit-skill	Twister	12	3																								 	0
Runeword862	Ruin	1		helm	tors							4		gck	gck	gck	gck			gethit-skill	Twister	8	4																								 	0
Runeword863	Ruin	1		helm	tors							4		gfk	gfk	gfk	gfk			gethit-skill	Twister	9	4																								 	0
Runeword864	Ruin	1		helm	tors							4		gsk	gsk	gsk	gsk			gethit-skill	Twister	10	4																								 	0
Runeword865	Ruin	1		helm	tors							4		gzk	gzk	gzk	gzk			gethit-skill	Twister	11	4																								 	0
Runeword866	Ruin	1		helm	tors							4		gpk	gpk	gpk	gpk			gethit-skill	Twister	12	4																								 	0
Runeword867	Ruin	1		helm	tors							4		gbk	gbk	gbk	gbk			gethit-skill	Twister	14	4																								 	0
Runeword868	Ruin	1		helm	tors							5		gck	gck	gck	gck	gck		gethit-skill	Twister	10	5																								 	0
Runeword869	Ruin	1		helm	tors							5		gfk	gfk	gfk	gfk	gfk		gethit-skill	Twister	11	5																								 	0
Runeword870	Ruin	1		helm	tors							5		gsk	gsk	gsk	gsk	gsk		gethit-skill	Twister	12	5																								 	0
Runeword871	Ruin	1		helm	tors							5		gzk	gzk	gzk	gzk	gzk		gethit-skill	Twister	13	5																								 	0
Runeword872	Ruin	1		helm	tors							5		gpk	gpk	gpk	gpk	gpk		gethit-skill	Twister	14	5																								 	0
Runeword873	Ruin	1		helm	tors							5		gbk	gbk	gbk	gbk	gbk		gethit-skill	Twister	16	5																								 	0
Runeword874	Ruin	1		helm	tors							6		gck	gck	gck	gck	gck	gck	gethit-skill	Twister	12	6																								 	0
Runeword875	Ruin	1		helm	tors							6		gfk	gfk	gfk	gfk	gfk	gfk	gethit-skill	Twister	13	6																								 	0
Runeword876	Ruin	1		helm	tors							6		gsk	gsk	gsk	gsk	gsk	gsk	gethit-skill	Twister	14	6																								 	0
Runeword877	Ruin	1		helm	tors							6		gzk	gzk	gzk	gzk	gzk	gzk	gethit-skill	Twister	15	6																								 	0
Runeword878	Ruin	1		helm	tors							6		gpk	gpk	gpk	gpk	gpk	gpk	gethit-skill	Twister	16	6																								 	0
Runeword879	Ruin	1		helm	tors							6		gbk	gbk	gbk	gbk	gbk	gbk	gethit-skill	Twister	18	6																								 	0
Runeword880	Ruin	1		weap	glov							1		gck						hit-skill	Static Field	2	1																								 	0
Runeword881	Ruin	1		weap	glov							1		gfk						hit-skill	Static Field	3	1																								 	0
Runeword882	Ruin	1		weap	glov							1		gsk						hit-skill	Static Field	4	1																								 	0
Runeword883	Ruin	1		weap	glov							1		gzk						hit-skill	Static Field	5	1																								 	0
Runeword884	Ruin	1		weap	glov							1		gpk						hit-skill	Static Field	6	1																								 	0
Runeword885	Ruin	1		weap	glov							1		gbk						hit-skill	Static Field	8	1																								 	0
Runeword886	Ruin	1		weap	glov							2		gck	gck					hit-skill	Static Field	4	2																								 	0
Runeword887	Ruin	1		weap	glov							2		gfk	gfk					hit-skill	Static Field	5	2																								 	0
Runeword888	Ruin	1		weap	glov							2		gsk	gsk					hit-skill	Static Field	6	2																								 	0
Runeword889	Ruin	1		weap	glov							2		gzk	gzk					hit-skill	Static Field	7	2																								 	0
Runeword890	Ruin	1		weap	glov							2		gpk	gpk					hit-skill	Static Field	8	2																								 	0
Runeword891	Ruin	1		weap	glov							2		gbk	gbk					hit-skill	Static Field	10	2																								 	0
Runeword892	Ruin	1		weap								3		gck	gck	gck				hit-skill	Static Field	6	3																								 	0
Runeword893	Ruin	1		weap								3		gfk	gfk	gfk				hit-skill	Static Field	7	3																								 	0
Runeword894	Ruin	1		weap								3		gsk	gsk	gsk				hit-skill	Static Field	8	3																								 	0
Runeword895	Ruin	1		weap								3		gzk	gzk	gzk				hit-skill	Static Field	9	3																								 	0
Runeword896	Ruin	1		weap								3		gpk	gpk	gpk				hit-skill	Static Field	10	3																								 	0
Runeword897	Ruin	1		weap								3		gbk	gbk	gbk				hit-skill	Static Field	12	3																								 	0
Runeword898	Ruin	1		weap								4		gck	gck	gck	gck			hit-skill	Static Field	8	4																								 	0
Runeword899	Ruin	1		weap								4		gfk	gfk	gfk	gfk			hit-skill	Static Field	9	4																								 	0
Runeword900	Ruin	1		weap								4		gsk	gsk	gsk	gsk			hit-skill	Static Field	10	4																								 	0
Runeword901	Ruin	1		weap								4		gzk	gzk	gzk	gzk			hit-skill	Static Field	11	4																								 	0
Runeword902	Ruin	1		weap								4		gpk	gpk	gpk	gpk			hit-skill	Static Field	12	4																								 	0
Runeword903	Ruin	1		weap								4		gbk	gbk	gbk	gbk			hit-skill	Static Field	14	4																								 	0
Runeword904	Ruin	1		weap								5		gck	gck	gck	gck	gck		hit-skill	Static Field	10	5																								 	0
Runeword905	Ruin	1		weap								5		gfk	gfk	gfk	gfk	gfk		hit-skill	Static Field	11	5																								 	0
Runeword906	Ruin	1		weap								5		gsk	gsk	gsk	gsk	gsk		hit-skill	Static Field	12	5																								 	0
Runeword907	Ruin	1		weap								5		gzk	gzk	gzk	gzk	gzk		hit-skill	Static Field	13	5																								 	0
Runeword908	Ruin	1		weap								5		gpk	gpk	gpk	gpk	gpk		hit-skill	Static Field	14	5																								 	0
Runeword909	Ruin	1		weap								5		gbk	gbk	gbk	gbk	gbk		hit-skill	Static Field	16	5																								 	0
Runeword910	Ruin	1		weap								6		gck	gck	gck	gck	gck	gck	hit-skill	Static Field	12	6																								 	0
Runeword911	Ruin	1		weap								6		gfk	gfk	gfk	gfk	gfk	gfk	hit-skill	Static Field	13	6																								 	0
Runeword912	Ruin	1		weap								6		gsk	gsk	gsk	gsk	gsk	gsk	hit-skill	Static Field	14	6																								 	0
Runeword913	Ruin	1		weap								6		gzk	gzk	gzk	gzk	gzk	gzk	hit-skill	Static Field	15	6																								 	0
Runeword914	Ruin	1		weap								6		gpk	gpk	gpk	gpk	gpk	gpk	hit-skill	Static Field	16	6																								 	0
Runeword915	Ruin	1		weap								6		gbk	gbk	gbk	gbk	gbk	gbk	hit-skill	Static Field	18	6																								 	0
Runeword916	Ruin	1		shld	belt							1		gck						gethit-skill	Twister	2	1																								 	0
Runeword917	Ruin	1		shld	belt							1		gfk						gethit-skill	Twister	3	1																								 	0
Runeword918	Ruin	1		shld	belt							1		gsk						gethit-skill	Twister	4	1																								 	0
Runeword919	Ruin	1		shld	belt							1		gzk						gethit-skill	Twister	5	1																								 	0
Runeword920	Ruin	1		shld	belt							1		gpk						gethit-skill	Twister	6	1																								 	0
Runeword921	Ruin	1		shld	belt							1		gbk						gethit-skill	Twister	8	1																								 	0
Runeword922	Ruin	1		shld	belt							2		gck	gck					gethit-skill	Twister	4	2																								 	0
Runeword923	Ruin	1		shld	belt							2		gfk	gfk					gethit-skill	Twister	5	2																								 	0
Runeword924	Ruin	1		shld	belt							2		gsk	gsk					gethit-skill	Twister	6	2																								 	0
Runeword925	Ruin	1		shld	belt							2		gzk	gzk					gethit-skill	Twister	7	2																								 	0
Runeword926	Ruin	1		shld	belt							2		gpk	gpk					gethit-skill	Twister	8	2																								 	0
Runeword927	Ruin	1		shld	belt							2		gbk	gbk					gethit-skill	Twister	10	2																								 	0
Runeword928	Ruin	1		shld								3		gck	gck	gck				gethit-skill	Twister	6	3																								 	0
Runeword929	Ruin	1		shld								3		gfk	gfk	gfk				gethit-skill	Twister	7	3																								 	0
Runeword930	Ruin	1		shld								3		gsk	gsk	gsk				gethit-skill	Twister	8	3																								 	0
Runeword931	Ruin	1		shld								3		gzk	gzk	gzk				gethit-skill	Twister	9	3																								 	0
Runeword932	Ruin	1		shld								3		gpk	gpk	gpk				gethit-skill	Twister	10	3																								 	0
Runeword933	Ruin	1		shld								3		gbk	gbk	gbk				gethit-skill	Twister	12	3																								 	0
Runeword934	Ruin	1		shld								4		gck	gck	gck	gck			gethit-skill	Twister	8	4																								 	0
Runeword935	Ruin	1		shld								4		gfk	gfk	gfk	gfk			gethit-skill	Twister	9	4																								 	0
Runeword936	Ruin	1		shld								4		gsk	gsk	gsk	gsk			gethit-skill	Twister	10	4																								 	0
Runeword937	Ruin	1		shld								4		gzk	gzk	gzk	gzk			gethit-skill	Twister	11	4																								 	0
Runeword938	Ruin	1		shld								4		gpk	gpk	gpk	gpk			gethit-skill	Twister	12	4																								 	0
Runeword939	Ruin	1		shld								4		gbk	gbk	gbk	gbk			gethit-skill	Twister	14	4																								 	0
Runeword940	White	1		helm	tors	shld						4		ggb	grb	gbb	gyb			gethit-skill	Poison Nova	2	5	gethit-skill	Nova	2	5	gethit-skill	Frost Nova	2	5	gethit-skill	Charged Bolt	2	5												 	0
Runeword941	White	1		weap	bow							4		ggb	grb	gbb	gyb			hit-skill	Poison Nova	2	5	hit-skill	Nova	2	5	hit-skill	Frost Nova	2	5	hit-skill	Charged Bolt	2	5												 	0
Runeword942	ArchDimeron	1		helm								4		gwb	skb	gbk	gbk			oskill	Might	10	10	oskill	Conviction	10	10	charged	Corpse Explosion	10	10	allskills		1	1	str		-10	-10	dex		-10	-10	vit		-10	-10	0
Runeword943	Richesdotcom	1		helm								3		gyb	r24	gyb				mag%/lvl	4	0	0	gold%/lvl	6	0	0																				 	0
Runeword944	Authority	1		glov								2	Ke Ni    	r17	r30					dmg%		25	50	str		10	20	att		150	200	deadly		30	40												 	0
Runeword945	Beauty	1		staf	miss	pole	spea					5	U Tsu Ku Shi Sa 	r02	r13	r06	r03	r15		deadly		100	100	cast3		30	30	swing3		30	30	dex		20	20	enr		20	20	sor		3	3	ama		3	3	0
Runeword946	Deception	1		glov								2	Sa Wa    	r15	r27					crush		65	65	hp		25	25	dex		20	20	swing2		20	20	move2		20	20	dmg%		-25	-25	allskills		1	1	0
Runeword947	Savant	1		weap								3	Yu Ri Ka   	r16	r09	r04				dmg%		75	75	allskills		1	1	swing2		20	20																	0
Runeword948	Journey	1		boot								2	Ta Bi	r25	r67					ac/lvl	16			move3		30	30	stam		100	100	regen-stam		50	50	stamdrain		25	25	res-all		15	15	charged	Find Potion	100	20	0
Runeword949	Dream	1		glov								2	Yu Me    	r16	r23					ac%		60	60	allskills		1	1	dex		15	15	swing2		20	20	manasteal		3	3	mana-kill		6	6	fade		1	1	0
Runeword950	Dream	1		belt								2	Yu Me    	r16	r23					ac%		80	80	allskills		1	1	str		25	25	balance2		20	20	mana/lvl	8			mana-kill		6	6	fade		1	1	0
Runeword951	Mist	1		glov								2	Mo Ya    	r35	r11					ac%		130	130	allskills		1	1	swing3		30	30	ac-hth		150	150													0
Runeword952	Mist	1		boot	belt							2	Mo Ya    	r35	r11					ac%		130	130	allskills		1	1	move3		30	30	ac-miss		150	150													0
Runeword953	Hot	1		boot	belt	glov						2	Ne Tsu    	r41	r13					ac%		250	250	abs-fire%		25	25	gethit-skill	Nova	10	35	dmg-fire		100	150	dmg-fire/lvl	68			hp%		15	15	regen		20	20	0
Runeword954	Wealth	1		glov	belt							2	To Mi    	r26	r10					ac%		100	100	gold%		250	250	mag%		100	100	gold%/lvl	16			mag%/lvl	8			regen		-2	-2					0
Runeword955	Summer	1		boot								2	Na Tsu    	r29	r13					regen		20	20	regen-mana		40	40	cast2		20	20	move2		20	20	att-skill	Fire Ball	20	12	hit-skill	Meteor	15	6	abs-fire%		30	30	0
Runeword956	Jindujun	1		mele								5	Su Ba Ra Shi I  	r43	r62	r20	r03	r01		allskills		2	2	dmg%		200	200	swing3		10	30	ease		-10	-20	att		200	400	freeze		0	3	str/lvl	3			0
Runeword957	Animal Friend	1		helm								4	Na U Shi Ka  	r29	r02	r03	r04			skilltab	15	2	2	regen-mana		25	25	regen		10	10	str		15	15	dex		15	15	enr		10	10	vit		20	20	0
Runeword958	Question	1		helm								4	Shi Tsu Mo N  	r03	r13	r35	r05			ac		150	150	manasteal		5	5	lifesteal		5	5	res-pois-len		50	50	stupidity		1	1	hit-skill	Confuse	5	3	allskills		2	2	0
Runeword959	Rain	1		glov	boot	belt						2	A Me    	r12	r23					ac%		75	75	allskills		1	1	charged	Thunder Storm	15	10	att-skill	Lightning	10	16	enr		10	10	cast1		15	15	att-skill	Ice Blast	10	18	0
Runeword960	Trust	1		tors								4	Shi N Ra I  	r03	r05	r20	r01			ac		100	100	regen		25	25	red-dmg%		15	15	block		15	15	res-all		20	20	lifesteal		6	9	dmg-norm		10	15	0
