Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Lancer's	0	1		60		45	ama		30	9	125	skilltab	2	3	3									1	lgld	glov	circ	zamu	amul	spea								0	0	0
Burning	0	1	1	20		15	sor		10	9	125	skilltab	3	1	1									1	dred	staff	mana	circ	amul	samu								0	0	0
Blazing	0	1	1	40		30	sor		20	9	125	skilltab	3	2	2									1	cred	staff	mana	circ	amul	samu								0	0	0
Volcanic	0	1		60		45	sor		30	9	125	skilltab	3	3	3									1	cred	staff	mana	circ	amul	samu								0	0	0
Sparking	0	1	1	20		15	sor		10	9	125	skilltab	4	1	1									1	dyel	staff	mana	circ	amul	samu								0	0	0
Charged	0	1	1	40		30	sor		20	9	125	skilltab	4	2	2									1	dyel	staff	mana	circ	amul	samu								0	0	0
Powered	0	1		60		45	sor		30	9	125	skilltab	4	3	3									1	lyel	staff	mana	circ	amul	samu								0	0	0
Chilling	0	1	1	20		15	sor		10	9	125	skilltab	5	1	1									1	dblu	staff	mana	circ	amul	samu								0	0	0
Freezing	0	1	1	40		30	sor		20	9	125	skilltab	5	2	2									1	cblu	staff	mana	circ	amul	samu								0	0	0
Glacial	0	1		60		45	sor		30	9	125	skilltab	5	3	3									1	cblu	staff	mana	circ	amul	samu								0	0	0
Hexing	0	1	1	20		15	nec		10	9	125	skilltab	6	1	1									1	dgry	head	wand	circ	amul	namu								0	0	0
Blighting	0	1	1	40		30	nec		20	9	125	skilltab	6	2	2									1	blac	head	wand	circ	amul	namu								0	0	0
Accursed	0	1		60		45	nec		30	9	125	skilltab	6	3	3									1	blac	head	wand	circ	amul	namu								0	0	0
Fungal	0	1	1	20		15	nec		10	9	125	skilltab	7	1	1									1	dgrn	head	wand	circ	amul	namu	knif	tkni						0	0	0
Noxious	0	1	1	40		30	nec		20	9	125	skilltab	7	2	2									1	cgrn	head	wand	circ	amul	namu	knif	tkni						0	0	0
Venomous	0	1		60		45	nec		30	9	125	skilltab	7	3	3									1	cgrn	head	wand	circ	amul	namu	knif	tkni						0	0	0
Graverobber's	0	1	1	20		15	nec		10	9	125	skilltab	8	1	1									1	dgry	head	wand	circ	amul	namu								0	0	0
Vodoun	0	1	1	40		30	nec		20	9	125	skilltab	8	2	2									1	dgry	head	wand	circ	amul	namu								0	0	0
Golemlord's	0	1		60		45	nec		30	9	125	skilltab	8	3	3									1	blac	head	wand	circ	amul	namu								0	0	0
Lion Branded	0	1	1	20		15	pal		10	9	125	skilltab	9	1	1									1	oran	shld	circ	pamu	amul	mace	scep	swor	mana					0	0	0
Hawk Branded	0	1	1	40		30	pal		20	9	125	skilltab	9	2	2									1	lgld	shld	circ	pamu	amul	mace	scep	swor	mana					0	0	0
Rose Branded	0	1		60		45	pal		30	9	125	skilltab	9	3	3									1	cred	shld	circ	pamu	amul	mace	scep	swor	mana					0	0	0
Captain's	0	1	1	20		15	pal		10	9	125	skilltab	10	1	1									1	dgry	shld	circ	pamu	amul	mace	scep	swor	mana					0	0	0
Commander's	0	1	1	40		30	pal		20	9	125	skilltab	10	2	2									1	lgry	shld	circ	pamu	amul	mace	scep	swor	mana					0	0	0
Marshal's	0	1		60		45	pal		30	9	125	skilltab	10	3	3									1	whit	shld	circ	pamu	amul	mace	scep	swor	mana					0	0	0
Preserver's	0	1	1	20		15	pal		10	9	125	skilltab	11	1	1									1	dgry	shld	circ	pamu	amul									0	0	0
Warder's	0	1	1	40		30	pal		20	9	125	skilltab	11	2	2									1	lgry	shld	circ	pamu	amul									0	0	0
Guardian's	0	1		60		45	pal		30	9	125	skilltab	11	3	3									1	whit	shld	circ	pamu	amul									0	0	0
Expert's	0	1	1	20		15	bar		10	9	125	skilltab	12	1	1									1	dgld	phlm	weap	amul	bamu	miss	helm		staf	wand	mana	miss		0	0	0
Veteran's	0	1	1	40		30	bar		20	9	125	skilltab	12	2	2									1	lgld	phlm	weap	amul	bamu	miss	helm		staf	wand	mana	miss		0	0	0
Master's	0	1		60		45	bar		30	9	125	skilltab	12	3	3									1	lgld	phlm	weap	amul	bamu	miss	helm		staf	wand	mana	miss		0	0	0
Fanatic	0	1	1	20		15	bar		10	9	125	skilltab	13	1	1									1	dred	phlm	weap	amul	bamu	miss			staf	wand	mana	miss		0	0	0
Raging	0	1	1	40		30	bar		20	9	125	skilltab	13	2	2									1	cred	phlm	weap	amul	bamu	miss			staf	wand	mana	miss		0	0	0
Furious	0	1		60		45	bar		30	9	125	skilltab	13	3	3									1	cred	phlm	weap	amul	bamu	miss			staf	wand	mana	miss		0	0	0
Sounding	0	1	1	20		15	bar		10	9	125	skilltab	14	1	1									1	dyel	phlm	weap	amul	bamu	miss			staf	wand	mana	miss		0	0	0
Resonant	0	1	1	40		30	bar		20	9	125	skilltab	14	2	2									1	lyel	phlm	weap	amul	bamu	miss			staf	wand	mana	miss		0	0	0
Echoing	0	1		60		45	bar		30	9	125	skilltab	14	3	3									1	lyel	phlm	weap	amul	bamu	miss			staf	wand	mana	miss		0	0	0
Trainer's	0	1	1	20		15	dru		10	9	125	skilltab	15	1	1									1	dgry	club	pelt	circ	amul	damu								0	0	0
Caretaker's	0	1	1	40		30	dru		20	9	125	skilltab	15	2	2									1	lgry	club	pelt	circ	amul	damu								0	0	0
Keeper's	0	1		60		45	dru		30	9	125	skilltab	15	3	3									1	lgry	club	pelt	circ	amul	damu								0	0	0
Spiritual	0	1	1	20		15	dru		10	9	125	skilltab	16	1	1									1	dyel	club	pelt	circ	amul	damu								0	0	0
Feral	0	1	1	40		30	dru		20	9	125	skilltab	16	2	2									1	oran	club	pelt	circ	amul	damu								0	0	0
Communal	0	1		60		45	dru		30	9	125	skilltab	16	3	3									1	oran	club	pelt	circ	amul	damu								0	0	0
Nature's	0	1	1	20		15	dru		10	9	125	skilltab	17	1	1									1	dgrn	club	pelt	circ	amul	damu								0	0	0
Terra's	0	1	1	40		30	dru		20	9	125	skilltab	17	2	2									1	cgrn	club	pelt	circ	amul	damu								0	0	0
Gaea's	0	1		60		45	dru		30	9	125	skilltab	17	3	3									1	cgrn	club	pelt	circ	amul	damu								0	0	0
Entrapping	0	1	1	20		15	ass		10	9	125	skilltab	18	1	1									1	dgry	h2h	circ	amul	aamu									0	0	0
Trickster's	0	1	1	40		30	ass		20	9	125	skilltab	18	2	2									1	blac	h2h	circ	amul	aamu									0	0	0
Cunning	0	1		60		45	ass		30	9	125	skilltab	18	3	3									1	blac	h2h	circ	amul	aamu									0	0	0
Mentalist's	0	1	1	20		15	ass		10	9	125	skilltab	19	1	1									1	lgry	h2h	circ	amul	aamu	helm								0	0	0
Psychic	0	1	1	40		30	ass		20	9	125	skilltab	19	2	2									1	lgry	h2h	circ	amul	aamu	helm								0	0	0
Shadow	0	1		60		45	ass		30	9	125	skilltab	19	3	3									1	blac	h2h	circ	amul	aamu	helm								0	0	0
Shogukusha's	0	1	1	20		15	ass		10	9	125	skilltab	20	1	1									1	dred	h2h	circ	amul	aamu	glov								0	0	0
Sensei's	0	1	1	40		30	ass		20	9	125	skilltab	20	2	2									1	cred	h2h	circ	amul	aamu	glov								0	0	0
Kenshi's	0	1		60		45	ass		30	9	125	skilltab	20	3	3									1	cred	h2h	circ	amul	aamu	glov								0	0	0
Maiden's	0	1	1	36		27	ama		18	11	126	ama		1	1									1	dgrn	amul	circ	zamu										0	0	0
Valkyrie's	0	1	1	90		67	ama		45	9	126	ama		2	2									1	cgrn	amul	circ	zamu										0	0	0
Maiden's	0	1	1	30		22	ama		15	11	126	ama		1	1									1	dgrn	miss	spea											0	0	0
Valkyrie's	0	1	1	50		42	ama		28	9	126	ama		2	2									1	cgrn	miss	spea											0	0	0
Monk's	0	1	1	36		27	pal		18	11	127	pal		1	1									1	dgry	amul	circ	pamu										0	0	0
Priest's	0	1	1	90		67	pal		45	9	127	pal		2	2									1	lgry	amul	circ	pamu										0	0	0
Monk's	0	1	1	30		22	pal		15	11	127	pal		1	1									1	dgry	shld	ashd	scep	swor	mace	hamm							0	0	0
Priest's	0	1	1	50		42	pal		28	9	127	pal		2	2									1	lgry	shld	ashd	scep	swor	mace	hamm							0	0	0
Summoner's	0	1	1	36		27	nec		18	11	128	nec		1	1									1	dgry	amul	circ	namu										0	0	0
Necromancer's	0	1	1	90		67	nec		45	9	128	nec		2	2									1	blac	amul	circ	namu										0	0	0
Summoner's	0	1	1	30		22	nec		15	11	128	nec		1	1									1	dgry	head	wand	knif	tkni									0	0	0
Necromancer's	0	1	1	50		42	nec		28	9	128	nec		2	2									1	blac	head	wand	knif	tkni									0	0	0
Angel's	0	1	1	36		27	sor		18	11	129	sor		1	1									1	dblu	amul	circ	samu										0	0	0
Arch-Angel's	0	1	1	90		67	sor		45	9	129	sor		2	2									1	cblu	amul	circ	samu										0	0	0
Angel's	0	1	1	30		22	sor		15	11	129	sor		1	1									1	dblu	staf	mana											0	0	0
Arch-Angel's	0	1	1	50		42	sor		28	9	129	sor		2	2									1	cblu	staf	mana											0	0	0
Slayer's	0	1	1	36		27	bar		18	11	130	bar		1	1									1	dred	amul	circ	bamu										0	0	0
Berserker's	0	1	1	90		67	bar		45	9	130	bar		2	2									1	cred	amul	circ	bamu										0	0	0
Slayer's	0	1	1	30		22	bar		15	11	130	bar		1	1									1	dred	phlm	tkni	weap										0	0	0
Berserker's	0	1	1	50		42	bar		28	9	130	bar		2	2									1	cred	phlm	tkni	weap										0	0	0
Shaman's	0	1	1	36		27	dru		18	11	131	dru		1	1									1	dyel	amul	circ	damu										0	0	0
Hierophant's	0	1	1	90		67	dru		45	9	131	dru		2	2									1	oran	amul	circ	damu										0	0	0
Shaman's	0	1	1	30		22	dru		15	11	131	dru		1	1									1	dyel	club	pelt											0	0	0
Hierophant's	0	1	1	50		42	dru		28	9	131	dru		2	2									1	oran	club	pelt											0	0	0
Magekiller's	0	1	1	36		27	ass		18	11	132	ass		1	1									1	dblu	amul	circ	aamu										0	0	0
Witch-hunter's	0	1	1	90		67	ass		45	9	132	ass		2	2									1	blac	amul	circ	aamu										0	0	0
Magekiller's	0	1	1	30		22	ass		15	11	132	ass		1	1									1	dblu	h2h												0	0	0
Witch-hunter's	0	1	1	50		42	ass		28	9	132	ass		2	2									1	blac	h2h												0	0	0
Snowflake	0	1	1	10	20	15				10	137	cold-len		25	25	cold-min		6	9	cold-max		19	30	1	dblu	weap	circ											0	0	0
Snowflake	0	1	1	20	30	25				10	137	cold-len		25	25	cold-min		10	15	cold-max		31	45	1	dblu	weap	circ											0	0	0
Shivering	0	1	1	30	40	30				10	137	cold-len		50	50	cold-min		16	23	cold-max		46	90	1	dblu	weap												0	0	0
Shivering	0	1	1	40	50	35				10	137	cold-len		50	50	cold-min		24	45	cold-max		91	140	1	cblu	weap												0	0	0
Boreal	0	1	1	50	60	45				10	137	cold-len		75	75	cold-min		46	60	cold-max		141	200	1	cblu	weap												0	0	0
Hibernal	0	1		60		60				10	137	cold-len		100	100	cold-min		61	75	cold-max		201	400	1	cblu	weap												0	0	0
Ember	0	1	1	10	20	15				10	138	fire-min		16	25	fire-max		31	60					1	dred	weap	circ											0	0	0
Ember	0	1	1	20	28	20				10	138	fire-min		26	50	fire-max		61	90					1	dred	weap	circ											0	0	0
Smoldering	0	1	1	28	36	25				10	138	fire-min		51	80	fire-max		91	130					1	dred	weap												0	0	0
Smoldering	0	1	1	36	44	30				10	138	fire-min		81	120	fire-max		131	180					1	dred	weap												0	0	0
Smoking	0	1	1	44	52	35				10	138	fire-min		121	170	fire-max		181	240					1	cred	weap												0	0	0
Flaming	0	1	1	52		45				10	138	fire-min		171	220	fire-max		241	300					1	cred	weap												0	0	0
Scorching	0	1		60		60				10	138	fire-min		221	275	fire-max		301	350					1	cred	weap												0	0	0
Static	0	1	1	10	20	15				10	139	ltng-min		1	1	ltng-max		49	120					1	dyel	weap	circ											0	0	0
Static	0	1	1	20	30	25				10	139	ltng-min		1	1	ltng-max		121	180					1	dyel	weap	circ											0	0	0
Glowing	0	1	1	30	40	30				10	139	ltng-min		1	1	ltng-max		181	260					1	dyel	weap												0	0	0
Buzzing	0	1	1	40	50	35				10	139	ltng-min		1	1	ltng-max		261	360					1	lyel	weap												0	0	0
Arcing	0	1	1	50		45				10	139	ltng-min		1	1	ltng-max		361	480					1	lyel	weap												0	0	0
Shocking	0	1		60		60				10	139	ltng-min		1	1	ltng-max		481	600					1	lyel	weap												0	0	0
Septic	0	1	1	10	20	15				10	140	dmg-pois	50	128	128									1	dgrn	weap	circ											0	0	0
Septic	0	1	1	20	30	25				10	140	dmg-pois	75	171	171									1	dgrn	weap	circ											0	0	0
Envenomed	0	1	1	30	40	30				10	140	dmg-pois	100	256	256									1	dgrn	weap												0	0	0
Corosive	0	1	1	40	50	35				10	140	dmg-pois	125	410	410									1	cgrn	weap												0	0	0
Toxic	0	1	1	50		45				10	140	dmg-pois	150	512	512									1	cgrn	weap												0	0	0
Pestilent	0	1		60		60				10	140	dmg-pois	175	585	585									1	cgrn	weap												0	0	0
Compact	0	1	1	1	17	1				13	141	stack		50	75									1	lgry	thro												0	0	0
Thin	0	1	1	17	38	12				13	141	stack		75	125									1	dgry	thro												0	0	0
Dense	0	1	1	38		30				13	141	stack		125	150									1	blac	thro												0	0	0
Consecrated	0	1	1	1	10	1				8	142	att-undead		25	75	dmg-undead		25	75					1	dgry	weap	circ						staf	wand	mana			0	0	0
Pure	0	1	1	15	20	11				8	142	att-undead		76	175	dmg-undead		76	125					1	lgry	weap							staf	wand	mana			0	0	0
Sacred	0	1	1	25	30	18				8	142	att-undead		175	250	dmg-undead		126	200					1	lgry	weap							staf	wand	mana			0	0	0
Hallowed	0	1	1	35	40	27				8	142	att-undead		251	325	dmg-undead		201	275					1	lgry	weap							staf	wand	mana			0	0	0
Divine	0	1	1	45		37				8	142	att-undead		326	450	dmg-undead		276	350					1	whit	weap							staf	wand	mana			0	0	0
Elusive	0	1	1	9	15	6				9	143	ac-miss		25	25									1	lgry	shld	staf	wand	mana									0	0	0
Evasive	0	1	1	9	15	6				9	143	ac-hth		25	25									1	dgry	tors	staf	wand	mana									0	0	0
Infernal	0	1	1	90		60				8	144	abs-cold%		10	15									1	cblu	shld												0	0	0
Chilling	0	1	1	90		60				8	144	abs-fire%		10	15									1	cred	shld												0	0	0
Static	0	1	1	90		60				8	144	abs-ltng%		10	15									1	lyel	shld												0	0	0
Brilliant	0	1	1	4	15	3				9	145	mana%		3	3									1	dgry	ring	amul	staf	wand	mana								0	0	0
Omniscient	0	1	1	12	30	9				9	145	mana%		5	5									1	lblu	ring	amul	staf	wand	mana								0	0	0
Sage	0	1	1	20	45	18				9	145	mana%		6	9									1	dgry	ring	amul	staf	wand	mana								0	0	0
Shrewd	0	1	1	28		27				9	145	mana%		10	12									1	blac	ring	amul	staf	wand	mana								0	0	0
Vivid	0	1	1	36		33				9	145	mana%		13	15									1	blac	ring	amul	staf	wand	mana								0	0	0
Bright	0	1	1	30		27				9	146	hp%		10	10									1	dred	staf	wand	mana	tors	belt								0	0	0
Solar	0	1	1	45		38				9	146	hp%		15	15									1	cred	staf	wand	mana	tors	belt								0	0	0
Dazzling	0	1	1	29		25				9	147	regen-mana		25	25									1	dgry	staf	wand	mana	helm	ring	amul							0	0	0
Fascinating	0	1	1	50		50				9	147	regen-mana		50	50									1	blac	staf	wand	mana	helm	ring	amul							0	0	0
Amazon's	0	1	1	45		37	ama			11	148	ama		1	1	dex		10	10					1	cred	ring	amaz											0	0	0
Paladin's	0	1	1	45		37	pal			11	149	pal		1	1	dex		10	10	str		10	10	1	whit	ring	pala											0	0	0
Necromancer's	0	1	1	45		37	nec			11	150	nec		1	1	mana%		10	10					1	blac	ring	necr											0	0	0
Sorceress'	0	1	1	45		37	sor			11	151	sor		1	1	mana%		10	10					1	cblu	ring	sorc											0	0	0
Barbarian's	0	1	1	45		37	bar			11	152	bar		1	1	str		10	10					1	lpur	ring	barb											0	0	0
Assassin's	0	1	1	45		37	ass			11	153	ass		1	1	dex		10	10	deadly		15	15	1	blac	ring	assn											0	0	0
Druid's	0	1	1	45		37	dru			11	154	dru		1	1	vit		5	5	enr		5	5	1	oran	ring	drui											0	0	0
Mighty	0	1	1	11	15	10				9	155	str		5	5									1	lyel	weap	tors	belt	glov	boot	misc		scha	mcha	lcha			0	0	0
Energizing	0	1	1	18	30	16				9	155	str		6	10									1	oran	weap	ring	amul	tors	belt								0	0	0
Strengthening	0	1	1	23	45	20				9	155	str		11	15									1	dred	weap	ring	amul	tors									0	0	0
Empowering	0	1	1	26		24				9	155	str		16	25									1	cred	weap	ring	amul										0	0	0
Titan's	0	1	1	45		38				9	155	str		26	30									1	cred	weap	ring	amul										0	0	0
Brisk	0	1	1	18		18				10	156	move1		10	10									1	dblu	boot												0	0	0
Swift	0	1	1	38		25				10	156	move2		20	20									1	cblu	boot												0	0	0
ArchMage's	0	1		85		75				10	157	mana		30	30	mana%		30	30	cast3		30	30	1	cblu	staf	mana	wand										0	0	0
Knowledgeable	0	1	1	35		30				9	158	allskills		1	1									1	whit	weap	ring	amul	circ	helm								0	0	0
Timeless	0	1	1	30		18				9	159	dur		100	100									1	blac	spea							comb					0	0	0
Precise	0	1	1	10	20	12				7	160	att-undead		60	60	att-demon		60	60					1	lgry	weap							staf	wand	mana			0	0	0
Exacting	0	1	1	20	30	20				7	160	att-undead		120	120	att-demon		120	120					1	whit	weap							staf	wand	mana			0	0	0
Blinding	0	1		80		60				9	161	swing3		100	100									1	whit	mele							staf	wand	mana			0	0	0
Heavy	0	1	1	20		1				9	162	ac%		75	75	ease		45	45					1	lgry	tors	shld											0	0	0
Heavy	0	1	1	40		1				9	162	ac%		150	150	ease		45	45					1	lgry	tors	shld											0	0	0
Heavy	0	1	1	60		1				9	162	ac%		200	200	ease		45	45					1	lgry	tors	shld											0	0	0
Heavy	0	1	1	20		1				9	162	dmg%		75	75	ease		45	45					1	lgry	mele							staf	wand	mana			0	0	0
Heavy	0	1	1	40		1				9	162	dmg%		150	150	ease		45	45					1	lgry	mele							staf	wand	mana			0	0	0
Heavy	0	1	1	60		1				9	162	dmg%		200	200	ease		45	45					1	lgry	mele							staf	wand	mana			0	0	0
Colorful	0	1		20	30	30				8	163	cold-min		7	12	fire-min		13	18	ltng-min		7	12	1	oran	weap	glov	ring	amul									0	0	0
Colorful	0	1		30	40	35				8	163	cold-min		13	18	fire-min		19	24	ltng-min		13	18	1	oran	weap	glov	ring	amul									0	0	0
Colorful	0	1		40	50	40				8	163	cold-min		19	24	fire-min		25	30	ltng-min		19	24	1	oran	weap	glov	ring	amul									0	0	0
Colorful	0	1		50	60	45				8	163	cold-min		25	30	fire-min		31	36	ltng-min		25	30	1	oran	weap	glov	ring	amul									0	0	0
Colorful	0	1		60		50				8	163	cold-min		31	36	fire-min		37	42	ltng-min		31	36	1	oran	weap	glov	ring	amul									0	0	0
Warder's	0	1		25	50	25				8	164	red-mag		10	10	regen		-10	-10					1	cblu	tors	shld											0	0	0
Preserver's	0	1		25	50	25				8	164	red-dmg		10	10	res-all		-25	-25					1	cblu	tors	shld											0	0	0
Horrific	0	1		50		1				8	164	red-dmg%		30	30	res-all		-25	-25	regen		-10	-10	1	blac	tors	shld											0	0	0
Soulless	0	1		80		50				8	164	red-dmg		25	25	res-all		-50	-50					1	blac	tors	shld											0	0	0
Heartless	0	1		80		50				8	164	red-mag		25	25	regen		-25	-25					1	blac	tors	shld											0	0	0
Miocene	0	1	1	1		1				9	165	ac/lvl	4											1	whit	shld	glov	belt	boot									0	0	0
Oligocene	0	1	1	8		7				9	165	ac/lvl	8											1	lgry	shld	glov	belt	boot									0	0	0
Oligocene	0	1	1	15		7				9	165	ac/lvl	12											1	lgry	shld	glov	belt	boot									0	0	0
Eocene	0	1	1	22		15				9	165	ac/lvl	16											1	dgry	tors												0	0	0
Eocene	0	1	1	29		15				9	165	ac/lvl	20											1	dgry	tors												0	0	0
Paleocene	0	1	1	36		22				9	165	ac/lvl	24											1	blac	tors												0	0	0
Paleocene	0	1	1	43		22				9	165	ac/lvl	28											1	blac	tors												0	0	0
Loud	0	1	1	1		1				9	166	dmg%/lvl	4											1	lyel	weap							staf	wand	mana			0	0	0
Loud	0	1	1	10		8				9	166	dmg%/lvl	8											1	lyel	weap							staf	wand	mana			0	0	0
Calling	0	1	1	20		16				9	166	dmg%/lvl	12											1	dyel	weap							staf	wand	mana			0	0	0
Yelling	0	1	1	30		24				9	166	dmg%/lvl	16											1	dyel	weap							staf	wand	mana			0	0	0
Shouting	0	1	1	40		32				9	166	dmg%/lvl	20											1	lgld	weap							staf	wand	mana			0	0	0
Screaming	0	1	1	50		40				9	166	dmg%/lvl	24											1	dgld	weap							staf	wand	mana			0	0	0
Robineye	0	1	1	1		1				8	167	att/lvl	4											1	cred	weap							staf	wand	mana			0	0	0
Sparroweye	0	1	1	10		7				8	167	att/lvl	6											1	cred	weap							staf	wand	mana			0	0	0
Falconeye	0	1	1	20		15				8	167	att/lvl	8											1	lred	weap							staf	wand	mana			0	0	0
Hawkeye	0	1	1	35		26				8	167	att/lvl	12											1	lred	weap							staf	wand	mana			0	0	0
Eagleeye	0	1	1	50		37				8	167	att/lvl	16											1	oran	weap							staf	wand	mana			0	0	0
Visionary	0	1	1	25		18				8	167	att%/lvl	2											1	lgry	miss	helm											0	0	0
Knave's	0	1	1	1		1				9	168	dmg/lvl	4			att/lvl	2							1	oran	weap							staf	wand	mana			0	0	0
Jack's	0	1	1	10		7				9	168	dmg/lvl	8			att/lvl	4							1	dyel	weap							staf	wand	mana			0	0	0
Jester's	0	1	1	20		15				9	168	dmg/lvl	12			att/lvl	6							1	dpur	weap							staf	wand	mana			0	0	0
Joker's	0	1	1	35		26				9	168	dmg/lvl	16			att/lvl	8							1	lpur	weap							staf	wand	mana			0	0	0
Trump	0	1	1	50		37				9	168	dmg/lvl	20			att/lvl	10							1	blac	weap							staf	wand	mana			0	0	0
Mnemonic	0	1	1	25		18				8	169	mana/lvl	4											1	cblu	helm												0	0	0
Mnemonic	0	1	1	50		36				8	169	mana/lvl	8											1	cblu	helm												0	0	0
Hero's	0	1	1	13		8				1	170	dmg/time	0	3	15									1	cblu	weap							staf	wand	mana			0	0	0
Hero's	0	1	1	26		16				1	170	dmg/time	0	6	30									1	cblu	weap							staf	wand	mana			0	0	0
Hero's	0	1	1	39		24				1	170	dmg/time	0	9	45									1	cblu	weap							staf	wand	mana			0	0	0
Hero's	0	1	1	52		32				1	170	dmg/time	0	12	60									1	cblu	weap							staf	wand	mana			0	0	0
Hero's	0	1	1	65		40				1	170	dmg/time	0	15	75									1	cblu	weap							staf	wand	mana			0	0	0
Murderer's	0	1	1	13		8				1	170	dmg/time	2	3	15									1	cred	weap							staf	wand	mana			0	0	0
Murderer's	0	1	1	26		16				1	170	dmg/time	2	6	30									1	cred	weap							staf	wand	mana			0	0	0
Murderer's	0	1	1	39		24				1	170	dmg/time	2	9	45									1	cred	weap							staf	wand	mana			0	0	0
Murderer's	0	1	1	52		32				1	170	dmg/time	2	12	60									1	cred	weap							staf	wand	mana			0	0	0
Murderer's	0	1	1	65		40				1	170	dmg/time	2	15	75									1	cred	weap							staf	wand	mana			0	0	0
Miner's	0	1	1	11		8				2	171	gold%/time	0	5	25									1	lgld	weap	glov											0	0	0
Miner's	0	1	1	22		16				2	171	gold%/time	0	10	50									1	lgld	weap	glov											0	0	0
Miner's	0	1	1	33		24				2	171	gold%/time	0	15	75									1	lgld	weap	glov											0	0	0
Miner's	0	1	1	44		32				2	171	gold%/time	0	20	100									1	lgld	weap	glov											0	0	0
Miner's	0	1	1	55		40				2	171	gold%/time	0	25	125									1	lgld	weap	glov											0	0	0
Thief's	0	1	1	11		8				2	171	gold%/time	2	5	25									1	dgld	weap	glov											0	0	0
Thief's	0	1	1	22		16				2	171	gold%/time	2	10	50									1	dgld	weap	glov											0	0	0
Thief's	0	1	1	33		24				2	171	gold%/time	2	15	75									1	dgld	weap	glov											0	0	0
Thief's	0	1	1	44		32				2	171	gold%/time	2	20	100									1	dgld	weap	glov											0	0	0
Thief's	0	1	1	55		40				2	171	gold%/time	2	25	125									1	dgld	weap	glov											0	0	0
Elven	0	1	1	14		8				1	172	ac/time	0	5	25									1	cgrn	armo												0	0	0
Elven	0	1	1	28		16				1	172	ac/time	0	10	50									1	cgrn	armo												0	0	0
Elven	0	1	1	42		24				1	172	ac/time	0	15	75									1	cgrn	armo												0	0	0
Elven	0	1	1	56		32				1	172	ac/time	0	20	100									1	cgrn	armo												0	0	0
Elven	0	1	1	70		40				1	172	ac/time	0	25	125									1	cgrn	armo												0	0	0
Drow	0	1	1	14		8				1	172	ac/time	2	5	25									1	blac	armo												0	0	0
Drow	0	1	1	28		16				1	172	ac/time	2	10	50									1	blac	armo												0	0	0
Drow	0	1	1	42		24				1	172	ac/time	2	15	75									1	blac	armo												0	0	0
Drow	0	1	1	56		32				1	172	ac/time	2	20	100									1	blac	armo												0	0	0
Drow	0	1	1	70		40				1	172	ac/time	2	25	125									1	blac	armo												0	0	0
Jeweler's	0	1		55		59				12	122	sock	5													weap	thro	tors	shld	helm	circ							0	0	0
Jeweler's	0	1		66		72				12	122	sock	6													weap	thro	tors	shld	helm	circ							0	0	0
